ENVIRONMENT,TEMP_C,HUMIDITY_PCT,ECO2_PPM,LUX,CO_PPM,NH3_PPM,NO2_PPM,DT_SCORE
greenhouse,22.741,60.227,901,30845.1,0.321,1.478,0.014,2
underground_cave,12.848,92.392,1985,41.5,2.104,2.399,0.039,1
ammonia_leak,17.905,42.064,506,661.3,0.005,316.907,0.017,0
industrial_exhaust,30.673,31.608,3342,31619.8,80.479,15.553,8.204,0
ammonia_leak,18.487,68.115,592,424.3,1.066,376.498,0.019,0
industrial_exhaust,26.47,69.582,4491,32756.1,58.32,66.901,3.276,0
tundra_edge,0.719,74.867,441,5118.3,0.472,0.075,0.008,1
unventilated_room,20.602,41.829,3825,190.7,0.936,0.316,0.025,0
industrial_exhaust,29.266,49.047,2617,8225.9,126.666,19.306,5.962,0
unventilated_room,23.21,48.813,4572,365.3,0.673,0.406,0.01,0
dry_scrubland,36.408,16.762,426,54560.5,0.749,0.019,0.018,1
english_garden,21.119,56.091,410,35068.6,0.866,0.143,0.008,2
urban_roadside,23.45,58.36,549,28200.1,16.371,0.778,0.159,1
tundra_edge,2.99,61.376,451,16998.7,0.429,0.128,0.005,1
tropical_rainforest,26.195,80.196,401,1001.3,0.417,0.863,0.002,2
diesel_exhaust_zone,20.494,64.439,460,22958.2,3.634,0.299,5.603,0
unventilated_room,21.545,48.932,3866,455.8,0.854,0.399,0.019,0
frozen_wasteland,-17.532,35.606,425,4540.4,0.019,0.091,0.005,0
frozen_wasteland,-32.11,18.186,415,4829.6,0.179,0.025,0.009,0
frozen_wasteland,-35.723,29.51,443,4879.2,0.081,0.034,0.007,0
diesel_exhaust_zone,23.567,44.296,536,9234.8,3.167,0.934,2.048,0
unventilated_room,23.666,45.551,3928,378.6,1.164,0.225,0.012,0
diesel_exhaust_zone,27.514,67.481,478,22992.8,2.063,0.978,5.566,0
underground_cave,9.287,91.594,1880,37.8,2.312,1.394,0.039,1
underground_cave,9.17,81.187,2300,29.4,2.58,2.475,0.007,1
greenhouse,23.452,61.068,940,49001.3,0.119,0.272,0.024,2
industrial_exhaust,28.831,22.053,1858,38223.5,45.883,17.653,8.959,0
frozen_wasteland,-38.753,33.861,411,4901.5,0.287,0.036,0.004,0
diesel_exhaust_zone,22.805,46.006,623,14050.4,3.602,0.358,1.733,0
indoor_kitchen_cooking,29.051,57.781,986,246.3,6.394,2.963,0.109,1
tundra_edge,-1.683,67.219,412,17927.5,0.215,0.133,0.007,1
greenhouse,23.283,62.044,817,33310.9,0.789,0.347,0.009,2
tundra_edge,1.479,65.899,419,18503.4,0.383,0.191,0.009,1
underground_cave,9.813,77.893,1187,4.9,1.295,0.579,0.014,1
ammonia_leak,15.301,65.592,486,167.8,1.382,102.815,0.022,0
underground_cave,8.581,76.592,1406,25.8,2.988,2.468,0.043,1
frozen_wasteland,-35.296,33.569,416,4030.7,0.004,0.027,0.01,0
urban_roadside,16.685,63.356,672,22131.3,23.769,0.362,0.139,1
unventilated_room,25.716,47.314,4000,345.4,0.793,0.347,0.022,0
volcanic_vent,71.59,67.964,8298,455.3,79.491,3.194,3.578,0
underground_cave,9.03,85.923,2102,24.6,2.328,2.016,0.016,1
unventilated_room,25.587,50.444,3246,223.8,1.285,0.433,0.007,0
unventilated_room,24.466,43.921,4826,477.6,1.432,0.277,0.017,0
volcanic_vent,78.785,87.555,9377,3169.2,135.064,1.534,3.32,0
underground_cave,13.184,92.836,1016,9.2,2.551,2.993,0.006,1
tundra_edge,-1.966,60.689,473,6187.9,0.273,0.145,0.009,1
greenhouse,23.637,62.622,678,31435.1,0.212,1.458,0.028,2
greenhouse,25.958,59.24,789,46796.9,0.191,0.44,0.029,2
frozen_wasteland,-16.82,34.813,428,1039,0.145,0.088,0.007,0
volcanic_vent,52.953,72.883,3014,19091.9,76.565,4.678,3.653,0
classroom,20.612,48.956,620,493.9,0.55,0.129,0.014,2
classroom,21.958,48.794,760,422.5,1.128,0.137,0.006,2
volcanic_vent,47.796,54.663,7417,26323.5,148.85,2.504,4.728,0
tropical_rainforest,28.509,89.105,402,1442.8,0.236,0.547,0.002,2
unventilated_room,25.852,44.156,3208,320.3,1.221,0.257,0.011,0
ammonia_leak,28.296,72.222,490,665.6,1.741,194.09,0.03,0
english_garden,17.092,47.999,477,36790,0.825,0.401,0.006,2
urban_roadside,23.124,45.684,620,17420.9,17.102,0.913,0.229,1
classroom,21.858,45.388,600,531.4,1.423,0.278,0.016,2
classroom,21.889,51.048,536,652.4,1.395,0.23,0.013,2
classroom,20.564,38.867,834,335.3,1.456,0.083,0.018,2
english_garden,18.256,50.646,484,18473.6,0.598,0.004,0.003,2
ammonia_leak,17.937,41.615,641,401.4,0.212,79.552,0.006,0
frozen_wasteland,-15.604,29.784,404,3266.9,0.013,0.053,0.009,0
tundra_edge,-3.951,69.324,421,5462.2,0.309,0.079,0.003,1
indoor_kitchen_cooking,25.927,65.386,1197,278.9,2.816,1.208,0.142,1
industrial_exhaust,25.403,41.362,3975,17266.4,49.302,70.05,3.458,0
tropical_rainforest,25.84,81.887,429,11301,0.435,0.693,0.004,2
underground_cave,8.952,90.628,2251,37.4,1.811,1.01,0.01,1
volcanic_vent,65.016,52.465,8057,10660.5,67.915,0.882,2.461,0
tundra_edge,3.537,66.65,430,11886.3,0.073,0.136,0.01,1
classroom,21.16,54.093,631,457.7,0.576,0.063,0.01,2
dry_scrubland,31.328,24.686,421,59479.6,0.35,0.27,0.012,1
ammonia_leak,16.735,55.231,716,155.2,0.908,339.753,0.025,0
greenhouse,24.333,56.306,839,41478.3,0.378,0.917,0.021,2
diesel_exhaust_zone,29.441,61.681,634,10105.5,1.93,0.544,4.859,0
indoor_kitchen_cooking,27.488,56.666,1623,401.8,2.825,1.803,0.061,1
tropical_rainforest,27.139,80.91,383,2071.5,0.07,0.197,0.003,2
classroom,19.663,38.471,588,353.7,0.587,0.093,0.014,2
indoor_kitchen_cooking,23.718,56.19,1770,463.2,11.092,2.652,0.154,1
tundra_edge,-2.489,63.605,431,14759.6,0.16,0.092,0.005,1
frozen_wasteland,-25.597,22.974,447,828.9,0.002,0.02,0.003,0
tundra_edge,-3.668,69.83,444,1911.9,0.276,0.11,0.01,1
english_garden,16.231,63.393,500,20703.8,0.546,0.468,0.01,2
english_garden,16.994,59.971,445,25088.4,0.379,0.404,0.005,2
english_garden,19.443,54.835,409,19134.8,0.4,0.335,0.009,2
ammonia_leak,22.274,44.155,771,193.9,0.942,482.692,0.03,0
tropical_rainforest,26.481,84.018,393,9264.4,0.371,0.282,0.003,2
tropical_rainforest,27.971,84.811,420,6013.2,0.403,0.386,0.002,2
indoor_kitchen_cooking,24.975,69.034,1302,424.6,2.028,2.717,0.134,1
unventilated_room,25.721,58.083,3555,401.1,1.949,0.206,0.017,0
industrial_exhaust,23.691,43.452,4020,4888.5,95.88,29.658,3.453,0
diesel_exhaust_zone,21.398,68.457,555,20407,3.607,0.874,6.279,0
ammonia_leak,20.466,60.888,582,384.8,0.774,56.939,0.022,0
diesel_exhaust_zone,21.531,60.196,545,28627.5,7.956,0.416,4.581,0
urban_roadside,18.959,58.023,532,7409.7,21.306,0.309,0.151,1
english_garden,16.57,47.164,485,19762,0.786,0.287,0.008,2
ammonia_leak,29.143,43.403,756,210.3,1.766,120.587,0.037,0
dry_scrubland,37.589,16.476,434,82351.6,0.76,0.455,0.001,1
classroom,20.468,52.783,775,426.2,0.705,0.089,0.017,2
diesel_exhaust_zone,16.019,69.198,518,5386.3,7.117,0.589,7.613,0
tundra_edge,0.504,53.443,438,16762.5,0.081,0.136,0.002,1
indoor_kitchen_cooking,28.341,67.639,968,498.3,13.934,1.02,0.158,1
ammonia_leak,15.195,51.42,637,678.1,1.074,408.277,0.009,0
tropical_rainforest,24.495,85.112,440,4889.9,0.11,0.353,0.004,2
industrial_exhaust,15.583,32.214,2578,15672.1,104.819,57.71,9.927,0
greenhouse,23.678,66.99,606,39214.6,0.682,0.203,0.017,2
volcanic_vent,50.774,70.634,9117,4445.8,22.414,0.995,2.864,0
diesel_exhaust_zone,17.081,69.964,496,10168.2,4.474,0.849,5.485,0
ammonia_leak,23.677,71.093,474,939.1,0.885,212.671,0.005,0
dry_scrubland,35.094,14.617,472,67100.4,0.76,0.199,0.003,1
ammonia_leak,25.64,46.967,690,861.5,0.512,388.132,0.031,0
underground_cave,9.191,90.462,1025,41.8,1.511,0.956,0.022,1
frozen_wasteland,-38.219,29.954,432,4086.4,0.099,0.038,0.002,0
dry_scrubland,37.139,17.607,409,91959,0.248,0.426,0.015,1
unventilated_room,23.344,42.049,3255,247.5,0.588,0.289,0.019,0
indoor_kitchen_cooking,24.592,67.22,1071,363.3,12.98,1.542,0.223,1
indoor_kitchen_cooking,28.611,59.878,1147,481.3,6.655,2.649,0.165,1
industrial_exhaust,29.001,21.849,2684,17564.9,175.168,33.963,1.752,0
volcanic_vent,59.483,73.157,6233,4151.3,131.045,4.317,2.473,0
unventilated_room,24.45,58.398,3849,329.4,0.648,0.462,0.021,0
tundra_edge,1.894,64.946,445,14976.4,0.425,0.199,0.002,1
indoor_kitchen_cooking,25.886,69.667,1370,389.8,3.449,1.987,0.246,1
volcanic_vent,52.119,44.682,5842,511.9,103.956,2.427,3.562,0
frozen_wasteland,-16.238,22.214,409,4893.7,0.298,0.091,0.003,0
underground_cave,13.942,85.405,1305,19.5,2.711,0.721,0.044,1
classroom,20.36,48.661,838,414.4,0.834,0.21,0.019,2
indoor_kitchen_cooking,24.708,46.231,854,405.3,9.477,2.32,0.263,1
ammonia_leak,27.844,66.522,555,792.7,0.281,317.336,0.023,0
dry_scrubland,37.281,13.147,485,72172.6,0.59,0.192,0.004,1
unventilated_room,20.471,53.966,3093,107.6,1.027,0.135,0.03,0
english_garden,16.098,61.977,485,35821.3,0.167,0.246,0.003,2
ammonia_leak,21.483,63.76,466,992.4,1.892,434.365,0.011,0
ammonia_leak,20.197,55.645,681,678.5,0.986,53.864,0.036,0
underground_cave,12.872,76.523,2096,46,0.634,1.822,0.015,1
diesel_exhaust_zone,21.825,45.28,626,7504.9,3.053,0.405,4.451,0
volcanic_vent,77.288,73.768,8240,29808.7,98.34,3.22,2.142,0
urban_roadside,12.01,55.242,510,17154,13.596,0.87,0.295,1
unventilated_room,21.948,40.201,4705,110.8,1.487,0.422,0.019,0
dry_scrubland,36.332,19.852,421,84282.6,0.473,0.05,0.002,1
underground_cave,9.521,78.941,2023,41.2,1.361,2.483,0.015,1
frozen_wasteland,-15.859,36.103,405,3112.8,0.229,0.036,0.004,0
classroom,20.266,49.186,862,593.4,1.433,0.155,0.019,2
urban_roadside,10.863,63.402,638,14820.5,23.061,0.651,0.327,1
english_garden,19.547,49.992,411,31541.6,0.549,0.193,0.006,2
dry_scrubland,35.085,10.9,488,60836.9,0.467,0.255,0.013,1
underground_cave,8.535,77.254,1604,6.5,0.952,0.802,0.037,1
frozen_wasteland,-32.368,27.953,403,1735.6,0.242,0.006,0.002,0
unventilated_room,22.916,54.031,4694,357.7,0.773,0.487,0.011,0
industrial_exhaust,21.467,40.676,1632,10148.5,47.439,39.507,6.586,0
volcanic_vent,62.573,66.707,7498,5599.7,143.842,2.889,2.383,0
tropical_rainforest,24.285,94.925,408,4162.4,0.384,0.183,0.004,2
tundra_edge,-0.678,55.765,477,13004.3,0.109,0.056,0.003,1
tundra_edge,-3.676,66.604,411,15061,0.232,0.028,0.008,1
tundra_edge,-1.758,51.816,404,5722.2,0.109,0.019,0.001,1
greenhouse,26.265,63.076,762,35298.4,0.69,0.814,0.018,2
diesel_exhaust_zone,27.521,45.43,545,29312.2,4.573,0.379,5.7,0
industrial_exhaust,31.167,40.92,1825,6746.8,148.853,98.252,7.368,0
diesel_exhaust_zone,25.512,63.062,525,10483.5,3.186,0.609,2.272,0
urban_roadside,23.949,44.404,604,23674.8,5.414,0.813,0.384,1
ammonia_leak,19.593,72.547,699,370.6,0.04,282.902,0.036,0
tundra_edge,-2.797,63.312,476,2742.3,0.451,0.153,0.008,1
tundra_edge,3.819,56.447,415,6808.6,0.333,0.069,0.004,1
dry_scrubland,31.372,18.034,436,88157.9,0.653,0.16,0.002,1
greenhouse,27.38,70.364,680,26505.2,0.386,1.495,0.017,2
indoor_kitchen_cooking,22.24,58.893,1359,506.6,11.945,2.404,0.2,1
classroom,21.426,52.339,799,363.7,1.038,0.237,0.018,2
dry_scrubland,36.799,11.502,433,81606.3,0.577,0.384,0.009,1
dry_scrubland,37.428,23.369,410,89386.8,0.31,0.137,0.01,1
frozen_wasteland,-15.256,12.54,438,3910.9,0.3,0.028,0.007,0
tropical_rainforest,27.062,82.936,415,10277.5,0.432,0.826,0.003,2
underground_cave,8.925,89.259,1671,38.5,2.037,2.341,0.049,1
classroom,19.488,49.083,580,673,0.397,0.028,0.019,2
underground_cave,8.203,87.103,2094,33.1,1.856,2.938,0.032,1
frozen_wasteland,-17.786,24.064,428,149,0.222,0.074,0.004,0
tropical_rainforest,29.114,90.892,405,1416.7,0.116,0.109,0.004,2
tropical_rainforest,27.441,78.223,424,1548.7,0.308,0.15,0.002,2
classroom,22.113,39.906,826,516.9,0.627,0.282,0.01,2
greenhouse,27.697,63.48,803,40577.9,0.532,0.87,0.03,2
volcanic_vent,50.522,49.31,5286,21150.9,149.846,3.849,3.737,0
frozen_wasteland,-19.526,36.643,415,2489.1,0.115,0.035,0.009,0
ammonia_leak,16.697,42.636,570,849.6,0.37,176.898,0.024,0
tundra_edge,4.37,69.824,445,16187.1,0.41,0.022,0.002,1
greenhouse,24.202,58.346,659,18286.9,0.374,1.157,0.016,2
diesel_exhaust_zone,24.731,49.262,607,26790.1,3.525,0.873,2.4,0
urban_roadside,21.408,68.197,621,20421,19.776,0.146,0.278,1
frozen_wasteland,-28.087,30.513,411,121.5,0.15,0.056,0.009,0
tropical_rainforest,29.262,87.259,433,4692.6,0.191,0.903,0.002,2
unventilated_room,25.421,52.844,3275,498.6,1.581,0.207,0.006,0
dry_scrubland,37.215,10.241,420,89988.8,0.144,0.252,0.002,1
diesel_exhaust_zone,20.333,61.017,569,7473.8,7.117,0.178,7.463,0
frozen_wasteland,-31.921,38.868,448,3688.8,0.252,0.016,0.003,0
tundra_edge,2.118,72.414,401,1077.4,0.157,0.117,0.007,1
greenhouse,27.441,69.857,651,16192.6,0.488,1.097,0.03,2
diesel_exhaust_zone,24.212,62.57,558,13686.2,7.608,0.93,5.693,0
tundra_edge,3.727,70.619,437,3380.6,0.446,0.024,0.002,1
frozen_wasteland,-34.503,15.489,417,1833.3,0.297,0.071,0.006,0
volcanic_vent,50.4,59.973,3556,6443.1,84.395,3.974,2.966,0
greenhouse,27.201,63.291,606,20368.1,0.437,1.262,0.026,2
greenhouse,21.075,56.681,778,27305.1,0.626,0.805,0.021,2
english_garden,15.806,64.258,414,38928,0.874,0.362,0.01,2
unventilated_room,23.608,51.243,3196,284.2,1.577,0.175,0.025,0
greenhouse,25.242,59.885,717,36214.3,0.531,0.359,0.007,2
underground_cave,8.426,75.458,1243,29.9,1.539,2.709,0.036,1
indoor_kitchen_cooking,26.578,65.283,1669,214.4,4.003,2.177,0.098,1
urban_roadside,12.366,46.72,691,15255.5,9.761,0.269,0.371,1
unventilated_room,22.706,50.814,3351,468.4,0.818,0.38,0.013,0
indoor_kitchen_cooking,24.372,69.787,1623,406.8,13.497,1.711,0.248,1
indoor_kitchen_cooking,24.66,60.118,1252,312.9,14.274,1.367,0.082,1
english_garden,19.767,46.322,470,31358.7,0.862,0.029,0.002,2
ammonia_leak,28.002,44.368,608,720.8,0.697,463.437,0.006,0
indoor_kitchen_cooking,23.809,69.765,1556,283.6,7.127,2.588,0.216,1
tropical_rainforest,29.523,83.091,415,3035.4,0.256,0.388,0.001,2
ammonia_leak,21.129,42.143,731,917.7,0.053,468.555,0.027,0
english_garden,17.37,58.854,465,35256.5,0.867,0.43,0.004,2
classroom,22.546,48.898,609,311.3,0.976,0.019,0.015,2
tundra_edge,-0.261,66.663,431,6707.9,0.242,0.047,0.008,1
urban_roadside,11.172,54.88,525,8603.8,10.082,0.339,0.451,1
urban_roadside,19.281,54.533,591,18831.1,16.501,0.376,0.356,1
greenhouse,21.817,69.95,955,42761.3,0.611,1.488,0.005,2
ammonia_leak,16.596,65.914,688,231,0.625,201.022,0.025,0
tundra_edge,3.577,64.949,427,2046.5,0.188,0.016,0.007,1
unventilated_room,20.5,56.918,3531,341,1.014,0.36,0.007,0
volcanic_vent,42.316,51.733,9744,3079.2,81.385,4.643,1.751,0
underground_cave,11.083,87.008,2361,19.5,2.996,0.792,0.049,1
urban_roadside,22.948,43.554,550,12773.9,19.623,0.575,0.052,1
tropical_rainforest,28.704,76.555,434,11602.7,0.069,0.197,0.004,2
english_garden,17.202,54.02,405,19489.3,0.109,0.068,0.008,2
tropical_rainforest,27.697,94.803,411,3041.5,0.07,0.836,0.002,2
urban_roadside,18.294,49.112,694,19702.8,9.56,0.774,0.314,1
indoor_kitchen_cooking,25.212,62.63,1088,521.4,4.615,1.65,0.121,1
tropical_rainforest,26.649,85.118,431,2390.1,0.341,0.401,0.002,2
tropical_rainforest,28.258,78.096,391,5516.8,0.073,0.939,0.003,2
industrial_exhaust,34.115,67.132,3656,7607,195.357,64.366,9.865,0
underground_cave,13.027,90.012,2496,38.4,1.005,1.195,0.019,1
unventilated_room,20.201,40.115,4171,260.3,1.311,0.341,0.023,0
underground_cave,9.035,86.533,1850,30.7,2.352,2.704,0.048,1
underground_cave,11.714,80.903,1256,28.6,2.174,2.326,0.023,1
unventilated_room,23.952,43.706,4330,339.1,1.387,0.392,0.009,0
diesel_exhaust_zone,27.979,45.859,569,19367.7,3.939,0.771,3.757,0
dry_scrubland,37.174,23.36,488,79969.7,0.117,0.493,0.018,1
ammonia_leak,25.689,46.552,468,263.5,0.504,58.164,0.021,0
indoor_kitchen_cooking,27.988,53.127,1517,455.2,6.256,1.816,0.076,1
volcanic_vent,60.139,75.144,4300,20419.3,11.811,2.379,2.201,0
frozen_wasteland,-28.497,35.196,432,3405.3,0.133,0.043,0.003,0
unventilated_room,23.345,50.927,4844,457.5,1.751,0.461,0.016,0
volcanic_vent,70.237,83.183,5483,14995.3,114.385,3.13,1.891,0
tundra_edge,-3.068,55.269,434,1337.1,0.282,0.145,0.007,1
english_garden,21.336,64.563,457,13426.7,0.443,0.069,0.004,2
tundra_edge,-3.396,55.2,464,11317.8,0.213,0.191,0.001,1
dry_scrubland,33.539,20.674,456,56996.9,0.612,0.287,0.003,1
indoor_kitchen_cooking,26.931,57.876,1757,520.7,4.802,2.759,0.176,1
unventilated_room,25.418,40.816,4282,185.4,1.051,0.385,0.018,0
ammonia_leak,19.476,42.346,666,905.2,1.533,424.564,0.024,0
industrial_exhaust,27.131,61.473,3939,21493.9,102.976,74.456,1.002,0
tropical_rainforest,29.318,76.529,385,1260.8,0.278,0.128,0.003,2
industrial_exhaust,33.277,41.601,4569,26625,68.55,85.687,7.408,0
dry_scrubland,36.09,22.203,411,69186.5,0.443,0.064,0.005,1
diesel_exhaust_zone,29.293,61.713,610,25229.7,6.144,0.236,6.367,0
tropical_rainforest,28.437,92.297,432,8857.8,0.157,0.806,0.004,2
indoor_kitchen_cooking,22.082,49.578,1179,517.6,11.867,2.617,0.285,1
classroom,19.32,50.289,786,306,1.193,0.026,0.014,2
ammonia_leak,17.483,57.568,586,200.3,0.891,255.247,0.025,0
english_garden,21.443,58.834,454,33303.1,0.424,0.448,0.006,2
classroom,19.828,44.224,598,601.6,1.488,0.239,0.02,2
dry_scrubland,34.992,12.921,464,54281.3,0.377,0.409,0.004,1
industrial_exhaust,17.663,56.038,4159,39941.8,147.964,21.511,3.088,0
tundra_edge,3.744,57.988,459,15818.5,0.21,0.081,0.007,1
diesel_exhaust_zone,16.424,65.87,674,22092.5,2.763,0.627,7.363,0
tundra_edge,3.819,64.482,437,12963.1,0.462,0.006,0.01,1
underground_cave,13.581,83.449,1543,8.1,1.077,1.737,0.008,1
english_garden,17.013,59.283,435,22156,0.331,0.24,0.003,2
unventilated_room,25.053,48.692,4465,232.9,1.827,0.486,0.011,0
dry_scrubland,34.258,18.769,432,53919.6,0.566,0.462,0.008,1
unventilated_room,24.548,56.722,3653,221.8,1.529,0.418,0.014,0
volcanic_vent,63.711,82.357,5308,19666.1,148.495,0.688,1.043,0
tropical_rainforest,26.693,88.57,447,10560.3,0.068,0.926,0.004,2
industrial_exhaust,17.794,40.744,4860,8884.6,41.175,24.6,8.8,0
classroom,21.392,52.539,662,431.7,1.159,0.16,0.011,2
dry_scrubland,30.495,12.276,435,93848.9,0.153,0.119,0.018,1
indoor_kitchen_cooking,26.379,54.316,1488,366.4,13.653,2.805,0.261,1
diesel_exhaust_zone,16.466,47.895,695,11247.3,4.738,0.791,1.585,0
industrial_exhaust,34.075,21.541,4657,11478,170.49,97.798,8.396,0
volcanic_vent,59.668,66.468,9774,18245.6,65.353,3.521,1.32,0
frozen_wasteland,-20.985,28.487,445,2472.6,0.169,0.009,0.009,0
diesel_exhaust_zone,15.696,61.884,462,24416.4,5.82,0.467,1.544,0
classroom,20.937,40.415,727,568.7,0.476,0.182,0.009,2
indoor_kitchen_cooking,26.151,57.148,1074,241.3,10.957,1.892,0.053,1
greenhouse,21.31,57.751,878,25187.9,0.23,0.484,0.024,2
industrial_exhaust,28.008,39.635,3810,33400.3,91.058,55.894,3.897,0
volcanic_vent,51.018,65.308,7312,17320.1,68.382,2.903,3.214,0
english_garden,19.186,51.489,439,17339.1,0.449,0.042,0.009,2
indoor_kitchen_cooking,26.018,64.594,1760,521.6,9.369,0.877,0.128,1
tundra_edge,1.397,54.937,437,16330.7,0.308,0.196,0.008,1
diesel_exhaust_zone,15.939,66.533,560,25046.9,5.006,0.534,6.871,0
greenhouse,25.277,56.4,623,33148.6,0.255,1.318,0.015,2
industrial_exhaust,29.618,41.206,4851,37341.3,180.977,35.532,4.327,0
volcanic_vent,50.558,77.559,7206,11770.1,138.635,1.594,3.04,0
greenhouse,23.732,74.318,792,44551.4,0.296,0.276,0.028,2
frozen_wasteland,-33.96,28.128,426,2473.2,0.099,0.07,0.007,0
greenhouse,23.916,67.821,835,29307.6,0.135,1.398,0.015,2
classroom,20.828,53.645,893,757.3,0.444,0.191,0.019,2
tundra_edge,-3.746,61.773,469,19259.2,0.332,0.144,0.006,1
industrial_exhaust,27.74,25.677,4426,36138.2,140.613,12.499,1.104,0
diesel_exhaust_zone,17.817,52.764,693,11753.2,6.067,0.18,3.236,0
industrial_exhaust,16.141,59.905,2297,39321.9,167.462,49.808,6.353,0
urban_roadside,17.722,61.303,563,9682.3,23.244,0.49,0.185,1
frozen_wasteland,-24.749,27.694,442,4319.2,0.28,0.018,0.004,0
indoor_kitchen_cooking,23.362,55.332,1724,379.3,13.851,1.28,0.091,1
indoor_kitchen_cooking,27.346,57.607,1324,582.3,13.484,2.958,0.187,1
volcanic_vent,48.299,83.433,5181,1568.1,125.552,1.778,4.488,0
ammonia_leak,19.641,63.182,751,127.3,0.808,479.584,0.038,0
tropical_rainforest,25.818,89.121,414,2882.8,0.372,0.539,0.001,2
indoor_kitchen_cooking,23.55,54.363,1667,451,8.229,2.742,0.23,1
ammonia_leak,21.797,61.265,647,165.2,0.244,103.045,0.004,0
unventilated_room,24.272,51.922,3808,489.4,1.184,0.32,0.03,0
volcanic_vent,49.59,88.021,3224,10054.6,41.409,1.021,2.202,0
indoor_kitchen_cooking,29.936,51.402,1603,215.2,9.842,2.034,0.202,1
industrial_exhaust,20.243,42.464,4931,20465.9,135.19,43.643,9.864,0
underground_cave,8.257,91.032,1559,11.5,2.118,1.08,0.048,1
ammonia_leak,24.516,59.363,716,647.9,1.638,294.949,0.01,0
diesel_exhaust_zone,17.383,42.137,513,23055.3,7.852,0.13,4.109,0
english_garden,20.342,54.965,451,23960.3,0.378,0.012,0.01,2
frozen_wasteland,-30.951,18.031,443,4032.5,0.164,0.022,0.006,0
diesel_exhaust_zone,27.435,53.373,604,6370.4,3.432,0.433,2.323,0
unventilated_room,23.787,56.166,4608,453.7,0.774,0.389,0.013,0
industrial_exhaust,17.109,26.509,3167,8518,191.173,94.721,7.679,0
frozen_wasteland,-33.645,22.385,405,4769.7,0.183,0.057,0.009,0
greenhouse,24.793,68.934,652,16590.6,0.61,1.233,0.022,2
tropical_rainforest,28.051,81.719,415,11708.7,0.203,0.653,0.002,2
classroom,21.267,52.712,895,743.2,0.383,0.04,0.01,2
ammonia_leak,24.849,69.584,412,338.5,1.449,446.83,0.018,0
tundra_edge,2.822,70.891,445,8247.7,0.116,0.106,0.007,1
underground_cave,10.521,87.967,1747,48.9,1.514,0.978,0.016,1
diesel_exhaust_zone,21.401,68.09,594,21844.5,1.135,0.943,6.127,0
tropical_rainforest,28.913,93.468,414,5362,0.213,0.835,0.005,2
classroom,22.896,48.367,708,588.6,1.36,0.228,0.007,2
underground_cave,13.08,88.943,1965,5.5,2.876,2.481,0.007,1
dry_scrubland,36.5,17.547,451,52671.1,0.638,0.216,0.002,1
ammonia_leak,21.346,73.581,466,162,1.492,461.367,0.011,0
classroom,22.477,35.158,669,467.4,1.077,0.03,0.019,2
english_garden,17.999,52.411,451,18919.4,0.865,0.411,0.002,2
unventilated_room,20.829,53.454,4860,379.7,1.734,0.422,0.015,0
indoor_kitchen_cooking,23.616,51.398,969,414,8.134,1.398,0.151,1
classroom,22.931,37.901,637,616.3,1.194,0.255,0.014,2
diesel_exhaust_zone,28.457,43.248,540,26771,3.641,0.635,1.564,0
ammonia_leak,25.952,54.689,646,913.2,1.459,171.647,0.027,0
english_garden,17.32,49.752,475,37466.7,0.907,0.01,0.008,2
classroom,21.987,50.566,611,635.7,1.026,0.273,0.015,2
volcanic_vent,57.199,74.477,5281,12372,121.546,1.83,4.998,0
volcanic_vent,78.053,39.136,9265,10624.7,116.933,0.968,0.508,0
classroom,21.476,37.771,748,799.5,1.019,0.22,0.019,2
diesel_exhaust_zone,19.126,42.938,522,8436.1,2.607,0.878,4.46,0
english_garden,18.334,60.56,451,11489.7,0.553,0.473,0.001,2
frozen_wasteland,-37.305,23.432,428,2394.6,0.123,0.023,0.01,0
ammonia_leak,18.517,66.665,695,277.4,1.36,488.226,0.016,0
urban_roadside,22.344,44.243,634,13894.3,6.864,0.203,0.38,1
frozen_wasteland,-19.732,35.447,424,2313.3,0.18,0.071,0.007,0
urban_roadside,16.094,58.282,694,11942.1,18.504,0.187,0.122,1
ammonia_leak,25.598,47.6,626,555.4,1.891,249.302,0.046,0
tropical_rainforest,28.521,83.434,396,12224.8,0.236,0.468,0.003,2
diesel_exhaust_zone,18.989,44.993,470,27631,1.087,0.519,6.43,0
tundra_edge,4.477,67.486,446,4156.4,0.164,0.127,0.002,1
indoor_kitchen_cooking,22.233,51.642,1009,587,13.381,0.718,0.05,1
tropical_rainforest,29.662,76.696,402,14747.2,0.124,0.155,0.004,2
underground_cave,9.299,83.219,1206,41.4,1.359,2.136,0.036,1
classroom,22.147,46.1,731,465.5,0.533,0.038,0.01,2
classroom,20.282,45.547,730,566,0.773,0.164,0.008,2
industrial_exhaust,27.666,47.25,1990,4127,45.416,81.321,5.737,0
english_garden,20.407,62.006,460,11873.8,0.985,0.391,0.004,2
english_garden,19.487,47.231,443,22519.2,0.958,0.438,0.003,2
frozen_wasteland,-32.69,32.676,432,3656.2,0.25,0.075,0.004,0
frozen_wasteland,-34.673,35.015,424,3168.1,0.013,0.084,0.009,0
frozen_wasteland,-29.974,20.732,447,1650,0.059,0.042,0.007,0
classroom,20.265,53.66,745,667.7,1.351,0.203,0.017,2
greenhouse,24.496,58.791,683,33959.6,0.945,0.357,0.01,2
diesel_exhaust_zone,25.074,47.851,628,8109.4,5.271,0.143,2.044,0
